,state,country,Lat,Long,date,confirmed,deaths,recovered,active,population,density,fertility,age,urban_percentage,icu,index,humidity,sunHour,tempC,windspeedKmph
0,,Thailand,15.0,101.0,2020-01-22,2.0,0.0,0.0,2.0,69799978,137,1.5,40.0,0.51,2.1,12118,55.0,8.7,36.0,11.0
1,,Thailand,15.0,101.0,2020-01-23,3.0,0.0,0.0,3.0,69799978,137,1.5,40.0,0.51,2.1,12119,59.0,11.6,35.0,14.0
2,,Thailand,15.0,101.0,2020-01-24,5.0,0.0,0.0,5.0,69799978,137,1.5,40.0,0.51,2.1,12120,60.0,11.6,35.0,16.0
3,,Thailand,15.0,101.0,2020-01-25,7.0,0.0,0.0,7.0,69799978,137,1.5,40.0,0.51,2.1,12121,63.0,11.6,32.0,22.0
4,,Thailand,15.0,101.0,2020-01-26,8.0,0.0,2.0,6.0,69799978,137,1.5,40.0,0.51,2.1,12122,54.0,11.6,34.0,15.0
5,,Thailand,15.0,101.0,2020-01-27,8.0,0.0,2.0,6.0,69799978,137,1.5,40.0,0.51,2.1,12123,50.0,11.6,35.0,16.0
6,,Thailand,15.0,101.0,2020-01-28,14.0,0.0,5.0,9.0,69799978,137,1.5,40.0,0.51,2.1,12124,51.0,11.6,33.0,15.0
7,,Thailand,15.0,101.0,2020-01-29,14.0,0.0,5.0,9.0,69799978,137,1.5,40.0,0.51,2.1,12125,55.0,10.2,35.0,10.0
8,,Thailand,15.0,101.0,2020-01-30,14.0,0.0,5.0,9.0,69799978,137,1.5,40.0,0.51,2.1,12126,50.0,11.6,35.0,10.0
9,,Thailand,15.0,101.0,2020-01-31,19.0,0.0,5.0,14.0,69799978,137,1.5,40.0,0.51,2.1,12127,47.0,11.6,34.0,10.0
10,,Thailand,15.0,101.0,2020-02-01,19.0,0.0,5.0,14.0,69799978,137,1.5,40.0,0.51,2.1,12128,50.0,11.6,35.0,11.0
11,,Thailand,15.0,101.0,2020-02-02,19.0,0.0,5.0,14.0,69799978,137,1.5,40.0,0.51,2.1,12129,51.0,10.2,36.0,9.0
12,,Thailand,15.0,101.0,2020-02-03,19.0,0.0,5.0,14.0,69799978,137,1.5,40.0,0.51,2.1,12130,57.0,11.6,34.0,14.0
13,,Thailand,15.0,101.0,2020-02-04,25.0,0.0,5.0,20.0,69799978,137,1.5,40.0,0.51,2.1,12131,62.0,10.2,32.0,16.0
14,,Thailand,15.0,101.0,2020-02-05,25.0,0.0,5.0,20.0,69799978,137,1.5,40.0,0.51,2.1,12132,61.0,8.7,32.0,15.0
15,,Thailand,15.0,101.0,2020-02-06,25.0,0.0,5.0,20.0,69799978,137,1.5,40.0,0.51,2.1,12133,59.0,8.7,33.0,15.0
16,,Thailand,15.0,101.0,2020-02-07,25.0,0.0,5.0,20.0,69799978,137,1.5,40.0,0.51,2.1,12134,59.0,10.2,35.0,11.0
17,,Thailand,15.0,101.0,2020-02-08,32.0,0.0,10.0,22.0,69799978,137,1.5,40.0,0.51,2.1,12135,54.0,11.6,38.0,10.0
18,,Thailand,15.0,101.0,2020-02-09,32.0,0.0,10.0,22.0,69799978,137,1.5,40.0,0.51,2.1,12136,47.0,8.7,37.0,13.0
19,,Thailand,15.0,101.0,2020-02-10,32.0,0.0,10.0,22.0,69799978,137,1.5,40.0,0.51,2.1,12137,38.0,11.6,36.0,15.0
20,,Thailand,15.0,101.0,2020-02-11,33.0,0.0,10.0,23.0,69799978,137,1.5,40.0,0.51,2.1,12138,45.0,10.2,36.0,12.0
21,,Thailand,15.0,101.0,2020-02-12,33.0,0.0,10.0,23.0,69799978,137,1.5,40.0,0.51,2.1,12139,57.0,11.6,35.0,16.0
22,,Thailand,15.0,101.0,2020-02-13,33.0,0.0,12.0,21.0,69799978,137,1.5,40.0,0.51,2.1,12140,61.0,11.6,34.0,19.0
23,,Thailand,15.0,101.0,2020-02-14,33.0,0.0,12.0,21.0,69799978,137,1.5,40.0,0.51,2.1,12141,60.0,10.2,33.0,20.0
24,,Thailand,15.0,101.0,2020-02-15,33.0,0.0,12.0,21.0,69799978,137,1.5,40.0,0.51,2.1,12142,51.0,11.6,36.0,15.0
25,,Thailand,15.0,101.0,2020-02-16,34.0,0.0,14.0,20.0,69799978,137,1.5,40.0,0.51,2.1,12143,47.0,11.6,36.0,15.0
26,,Thailand,15.0,101.0,2020-02-17,35.0,0.0,15.0,20.0,69799978,137,1.5,40.0,0.51,2.1,12144,54.0,11.6,38.0,11.0
27,,Thailand,15.0,101.0,2020-02-18,35.0,0.0,15.0,20.0,69799978,137,1.5,40.0,0.51,2.1,12145,44.0,10.2,35.0,13.0
28,,Thailand,15.0,101.0,2020-02-19,35.0,0.0,15.0,20.0,69799978,137,1.5,40.0,0.51,2.1,12146,38.0,11.6,36.0,11.0
29,,Thailand,15.0,101.0,2020-02-20,35.0,0.0,15.0,20.0,69799978,137,1.5,40.0,0.51,2.1,12147,43.0,11.6,37.0,11.0
30,,Thailand,15.0,101.0,2020-02-21,35.0,0.0,17.0,18.0,69799978,137,1.5,40.0,0.51,2.1,12148,36.0,11.6,37.0,13.0
31,,Thailand,15.0,101.0,2020-02-22,35.0,0.0,17.0,18.0,69799978,137,1.5,40.0,0.51,2.1,12149,33.0,11.6,36.0,18.0
32,,Thailand,15.0,101.0,2020-02-23,35.0,0.0,21.0,14.0,69799978,137,1.5,40.0,0.51,2.1,12150,35.0,11.6,37.0,14.0
33,,Thailand,15.0,101.0,2020-02-24,35.0,0.0,21.0,14.0,69799978,137,1.5,40.0,0.51,2.1,12151,37.0,11.6,37.0,12.0
34,,Thailand,15.0,101.0,2020-02-25,37.0,0.0,22.0,15.0,69799978,137,1.5,40.0,0.51,2.1,12152,52.0,11.6,34.0,14.0
35,,Thailand,15.0,101.0,2020-02-26,40.0,0.0,22.0,18.0,69799978,137,1.5,40.0,0.51,2.1,12153,57.0,11.6,35.0,15.0
36,,Thailand,15.0,101.0,2020-02-27,40.0,0.0,22.0,18.0,69799978,137,1.5,40.0,0.51,2.1,12154,60.0,8.8,35.0,12.0
37,,Thailand,15.0,101.0,2020-02-28,41.0,0.0,28.0,13.0,69799978,137,1.5,40.0,0.51,2.1,12155,59.0,11.6,35.0,13.0
38,,Thailand,15.0,101.0,2020-02-29,42.0,0.0,28.0,14.0,69799978,137,1.5,40.0,0.51,2.1,12156,59.0,11.6,35.0,13.0
39,,Thailand,15.0,101.0,2020-03-01,42.0,1.0,28.0,13.0,69799978,137,1.5,40.0,0.51,2.1,12157,60.0,10.2,35.0,15.0
40,,Thailand,15.0,101.0,2020-03-02,43.0,1.0,31.0,11.0,69799978,137,1.5,40.0,0.51,2.1,12158,62.0,11.6,34.0,17.0
41,,Thailand,15.0,101.0,2020-03-03,43.0,1.0,31.0,11.0,69799978,137,1.5,40.0,0.51,2.1,12159,60.0,11.6,34.0,20.0
42,,Thailand,15.0,101.0,2020-03-04,43.0,1.0,31.0,11.0,69799978,137,1.5,40.0,0.51,2.1,12160,59.0,11.6,35.0,19.0
43,,Thailand,15.0,101.0,2020-03-05,47.0,1.0,31.0,15.0,69799978,137,1.5,40.0,0.51,2.1,12161,60.0,10.2,35.0,19.0
44,,Thailand,15.0,101.0,2020-03-06,48.0,1.0,31.0,16.0,69799978,137,1.5,40.0,0.51,2.1,12162,56.0,10.2,35.0,18.0
45,,Thailand,15.0,101.0,2020-03-07,50.0,1.0,31.0,18.0,69799978,137,1.5,40.0,0.51,2.1,12163,54.0,8.8,35.0,16.0
46,,Thailand,15.0,101.0,2020-03-08,50.0,1.0,31.0,18.0,69799978,137,1.5,40.0,0.51,2.1,12164,56.0,8.8,36.0,16.0
47,,Thailand,15.0,101.0,2020-03-09,50.0,1.0,31.0,18.0,69799978,137,1.5,40.0,0.51,2.1,12165,49.0,11.6,39.0,15.0
48,,Thailand,15.0,101.0,2020-03-10,53.0,1.0,33.0,19.0,69799978,137,1.5,40.0,0.51,2.1,12166,51.0,11.6,36.0,18.0
49,,Thailand,15.0,101.0,2020-03-11,59.0,1.0,34.0,24.0,69799978,137,1.5,40.0,0.51,2.1,12167,50.0,11.6,37.0,15.0
50,,Thailand,15.0,101.0,2020-03-12,70.0,1.0,34.0,35.0,69799978,137,1.5,40.0,0.51,2.1,12168,57.0,11.6,36.0,19.0
51,,Thailand,15.0,101.0,2020-03-13,75.0,1.0,35.0,39.0,69799978,137,1.5,40.0,0.51,2.1,12169,57.0,10.2,38.0,17.0
52,,Thailand,15.0,101.0,2020-03-14,82.0,1.0,35.0,46.0,69799978,137,1.5,40.0,0.51,2.1,12170,62.0,11.6,36.0,17.0
53,,Thailand,15.0,101.0,2020-03-15,114.0,1.0,35.0,78.0,69799978,137,1.5,40.0,0.51,2.1,12171,61.0,8.8,36.0,16.0
54,,Thailand,15.0,101.0,2020-03-16,147.0,1.0,35.0,111.0,69799978,137,1.5,40.0,0.51,2.1,12172,61.0,10.2,35.0,14.0
55,,Thailand,15.0,101.0,2020-03-17,177.0,1.0,41.0,135.0,69799978,137,1.5,40.0,0.51,2.1,12173,59.0,11.6,35.0,16.0
56,,Thailand,15.0,101.0,2020-03-18,212.0,1.0,42.0,169.0,69799978,137,1.5,40.0,0.51,2.1,12174,60.0,11.6,35.0,19.0
57,,Thailand,15.0,101.0,2020-03-19,272.0,1.0,42.0,229.0,69799978,137,1.5,40.0,0.51,2.1,12175,58.0,8.8,35.0,21.0
58,,Thailand,15.0,101.0,2020-03-20,322.0,1.0,42.0,279.0,69799978,137,1.5,40.0,0.51,2.1,12176,57.0,11.6,35.0,20.0
59,,Thailand,15.0,101.0,2020-03-21,411.0,1.0,42.0,368.0,69799978,137,1.5,40.0,0.51,2.1,12177,56.0,11.6,35.0,18.0
60,,Japan,36.0,138.0,2020-01-22,2.0,0.0,0.0,2.0,126476461,347,1.4,48.0,0.92,13.4,7859,47.0,5.4,9.0,9.0
61,,Japan,36.0,138.0,2020-01-23,1.0,0.0,0.0,1.0,126476461,347,1.4,48.0,0.92,13.4,7860,53.0,3.8,8.0,10.0
62,,Japan,36.0,138.0,2020-01-24,2.0,0.0,0.0,2.0,126476461,347,1.4,48.0,0.92,13.4,7861,68.0,3.8,13.0,9.0
63,,Japan,36.0,138.0,2020-01-25,2.0,0.0,0.0,2.0,126476461,347,1.4,48.0,0.92,13.4,7862,40.0,3.9,9.0,16.0
64,,Japan,36.0,138.0,2020-01-26,4.0,0.0,1.0,3.0,126476461,347,1.4,48.0,0.92,13.4,7863,58.0,4.0,8.0,10.0
65,,Japan,36.0,138.0,2020-01-27,4.0,0.0,1.0,3.0,126476461,347,1.4,48.0,0.92,13.4,7864,59.0,4.0,8.0,15.0
66,,Japan,36.0,138.0,2020-01-28,7.0,0.0,1.0,6.0,126476461,347,1.4,48.0,0.92,13.4,7865,91.0,4.0,7.0,27.0
67,,Japan,36.0,138.0,2020-01-29,7.0,0.0,1.0,6.0,126476461,347,1.4,48.0,0.92,13.4,7866,70.0,7.1,18.0,14.0
68,,Japan,36.0,138.0,2020-01-30,11.0,0.0,1.0,10.0,126476461,347,1.4,48.0,0.92,13.4,7867,52.0,8.7,18.0,8.0
69,,Japan,36.0,138.0,2020-01-31,15.0,0.0,1.0,14.0,126476461,347,1.4,48.0,0.92,13.4,7868,37.0,8.7,10.0,31.0
70,,Japan,36.0,138.0,2020-02-01,20.0,0.0,1.0,19.0,126476461,347,1.4,48.0,0.92,13.4,7869,33.0,8.7,12.0,24.0
71,,Japan,36.0,138.0,2020-02-02,20.0,0.0,1.0,19.0,126476461,347,1.4,48.0,0.92,13.4,7870,35.0,8.7,13.0,13.0
72,,Japan,36.0,138.0,2020-02-03,20.0,0.0,1.0,19.0,126476461,347,1.4,48.0,0.92,13.4,7871,45.0,7.1,15.0,12.0
73,,Japan,36.0,138.0,2020-02-04,22.0,0.0,1.0,21.0,126476461,347,1.4,48.0,0.92,13.4,7872,46.0,4.0,11.0,15.0
74,,Japan,36.0,138.0,2020-02-05,22.0,0.0,1.0,21.0,126476461,347,1.4,48.0,0.92,13.4,7873,47.0,8.7,16.0,15.0
75,,Japan,36.0,138.0,2020-02-06,45.0,0.0,1.0,44.0,126476461,347,1.4,48.0,0.92,13.4,7874,29.0,8.7,5.0,35.0
76,,Japan,36.0,138.0,2020-02-07,25.0,0.0,1.0,24.0,126476461,347,1.4,48.0,0.92,13.4,7875,38.0,5.6,6.0,7.0
77,,Japan,36.0,138.0,2020-02-08,25.0,0.0,1.0,24.0,126476461,347,1.4,48.0,0.92,13.4,7876,36.0,8.7,12.0,13.0
78,,Japan,36.0,138.0,2020-02-09,26.0,0.0,1.0,25.0,126476461,347,1.4,48.0,0.92,13.4,7877,33.0,8.7,7.0,24.0
79,,Japan,36.0,138.0,2020-02-10,26.0,0.0,4.0,22.0,126476461,347,1.4,48.0,0.92,13.4,7878,38.0,7.2,9.0,11.0
80,,Japan,36.0,138.0,2020-02-11,26.0,0.0,9.0,17.0,126476461,347,1.4,48.0,0.92,13.4,7879,37.0,8.7,14.0,20.0
81,,Japan,36.0,138.0,2020-02-12,28.0,0.0,9.0,19.0,126476461,347,1.4,48.0,0.92,13.4,7880,46.0,7.2,15.0,11.0
82,,Japan,36.0,138.0,2020-02-13,28.0,1.0,9.0,18.0,126476461,347,1.4,48.0,0.92,13.4,7881,61.0,4.1,18.0,9.0
83,,Japan,36.0,138.0,2020-02-14,29.0,1.0,9.0,19.0,126476461,347,1.4,48.0,0.92,13.4,7882,68.0,5.6,15.0,8.0
84,,Japan,36.0,138.0,2020-02-15,43.0,1.0,12.0,30.0,126476461,347,1.4,48.0,0.92,13.4,7883,63.0,4.1,16.0,11.0
85,,Japan,36.0,138.0,2020-02-16,59.0,1.0,12.0,46.0,126476461,347,1.4,48.0,0.92,13.4,7884,74.0,4.1,13.0,6.0
86,,Japan,36.0,138.0,2020-02-17,66.0,1.0,12.0,53.0,126476461,347,1.4,48.0,0.92,13.4,7885,62.0,8.7,17.0,13.0
87,,Japan,36.0,138.0,2020-02-18,74.0,1.0,13.0,60.0,126476461,347,1.4,48.0,0.92,13.4,7886,33.0,7.2,12.0,17.0
88,,Japan,36.0,138.0,2020-02-19,84.0,1.0,18.0,65.0,126476461,347,1.4,48.0,0.92,13.4,7887,37.0,8.7,12.0,12.0
89,,Japan,36.0,138.0,2020-02-20,94.0,1.0,18.0,75.0,126476461,347,1.4,48.0,0.92,13.4,7888,51.0,4.1,13.0,12.0
90,,Japan,36.0,138.0,2020-02-21,105.0,1.0,22.0,82.0,126476461,347,1.4,48.0,0.92,13.4,7889,58.0,8.7,15.0,16.0
91,,Japan,36.0,138.0,2020-02-22,122.0,1.0,22.0,99.0,126476461,347,1.4,48.0,0.92,13.4,7890,65.0,5.7,17.0,24.0
92,,Japan,36.0,138.0,2020-02-23,147.0,1.0,22.0,124.0,126476461,347,1.4,48.0,0.92,13.4,7891,32.0,8.7,16.0,16.0
93,,Japan,36.0,138.0,2020-02-24,159.0,1.0,22.0,136.0,126476461,347,1.4,48.0,0.92,13.4,7892,41.0,8.7,16.0,10.0
94,,Japan,36.0,138.0,2020-02-25,170.0,1.0,22.0,147.0,126476461,347,1.4,48.0,0.92,13.4,7893,48.0,8.7,15.0,12.0
95,,Japan,36.0,138.0,2020-02-26,189.0,2.0,22.0,165.0,126476461,347,1.4,48.0,0.92,13.4,7894,76.0,4.2,10.0,19.0
96,,Japan,36.0,138.0,2020-02-27,214.0,4.0,22.0,188.0,126476461,347,1.4,48.0,0.92,13.4,7895,45.0,7.2,10.0,28.0
97,,Japan,36.0,138.0,2020-02-28,228.0,4.0,22.0,202.0,126476461,347,1.4,48.0,0.92,13.4,7896,36.0,8.7,11.0,15.0
98,,Japan,36.0,138.0,2020-02-29,241.0,5.0,32.0,204.0,126476461,347,1.4,48.0,0.92,13.4,7897,50.0,8.7,14.0,10.0
99,,Japan,36.0,138.0,2020-03-01,256.0,6.0,32.0,218.0,126476461,347,1.4,48.0,0.92,13.4,7898,54.0,8.7,17.0,15.0
100,,Japan,36.0,138.0,2020-03-02,274.0,6.0,32.0,236.0,126476461,347,1.4,48.0,0.92,13.4,7899,69.0,4.2,11.0,18.0
101,,Japan,36.0,138.0,2020-03-03,293.0,6.0,43.0,244.0,126476461,347,1.4,48.0,0.92,13.4,7900,49.0,8.7,17.0,14.0
102,,Japan,36.0,138.0,2020-03-04,331.0,6.0,43.0,282.0,126476461,347,1.4,48.0,0.92,13.4,7901,66.0,5.7,12.0,11.0
103,,Japan,36.0,138.0,2020-03-05,360.0,6.0,43.0,311.0,126476461,347,1.4,48.0,0.92,13.4,7902,47.0,7.2,13.0,24.0
104,,Japan,36.0,138.0,2020-03-06,420.0,6.0,46.0,368.0,126476461,347,1.4,48.0,0.92,13.4,7903,30.0,8.7,16.0,16.0
105,,Japan,36.0,138.0,2020-03-07,461.0,6.0,76.0,379.0,126476461,347,1.4,48.0,0.92,13.4,7904,58.0,4.3,11.0,16.0
106,,Japan,36.0,138.0,2020-03-08,502.0,6.0,76.0,420.0,126476461,347,1.4,48.0,0.92,13.4,7905,71.0,4.3,10.0,19.0
107,,Japan,36.0,138.0,2020-03-09,511.0,10.0,76.0,425.0,126476461,347,1.4,48.0,0.92,13.4,7906,67.0,7.2,17.0,21.0
108,,Japan,36.0,138.0,2020-03-10,581.0,10.0,101.0,470.0,126476461,347,1.4,48.0,0.92,13.4,7907,89.0,5.9,15.0,13.0
109,,Japan,36.0,138.0,2020-03-11,639.0,15.0,118.0,506.0,126476461,347,1.4,48.0,0.92,13.4,7908,58.0,11.6,20.0,12.0
110,,Japan,36.0,138.0,2020-03-12,639.0,16.0,118.0,505.0,126476461,347,1.4,48.0,0.92,13.4,7909,41.0,10.2,14.0,20.0
111,,Japan,36.0,138.0,2020-03-13,701.0,19.0,118.0,564.0,126476461,347,1.4,48.0,0.92,13.4,7910,49.0,10.2,17.0,11.0
112,,Japan,36.0,138.0,2020-03-14,773.0,22.0,118.0,633.0,126476461,347,1.4,48.0,0.92,13.4,7911,74.0,6.0,10.0,21.0
113,,Japan,36.0,138.0,2020-03-15,839.0,22.0,118.0,699.0,126476461,347,1.4,48.0,0.92,13.4,7912,55.0,8.8,10.0,11.0
114,,Japan,36.0,138.0,2020-03-16,825.0,27.0,144.0,654.0,126476461,347,1.4,48.0,0.92,13.4,7913,37.0,10.2,13.0,28.0
115,,Japan,36.0,138.0,2020-03-17,878.0,29.0,144.0,705.0,126476461,347,1.4,48.0,0.92,13.4,7914,37.0,11.6,12.0,21.0
116,,Japan,36.0,138.0,2020-03-18,889.0,29.0,144.0,716.0,126476461,347,1.4,48.0,0.92,13.4,7915,43.0,11.6,18.0,10.0
117,,Japan,36.0,138.0,2020-03-19,924.0,29.0,150.0,745.0,126476461,347,1.4,48.0,0.92,13.4,7916,50.0,11.6,20.0,19.0
118,,Japan,36.0,138.0,2020-03-20,963.0,33.0,191.0,739.0,126476461,347,1.4,48.0,0.92,13.4,7917,42.0,11.6,20.0,16.0
119,,Japan,36.0,138.0,2020-03-21,1007.0,35.0,232.0,740.0,126476461,347,1.4,48.0,0.92,13.4,7918,36.0,11.6,20.0,14.0
120,,Singapore,1.2833,103.8333,2020-01-22,0.0,0.0,0.0,0.0,5850342,8358,1.2,42.0,,2.4,11338,77.0,11.6,30.0,21.0
121,,Singapore,1.2833,103.8333,2020-01-23,1.0,0.0,0.0,1.0,5850342,8358,1.2,42.0,,2.4,11339,79.0,7.4,30.0,19.0
122,,Singapore,1.2833,103.8333,2020-01-24,3.0,0.0,0.0,3.0,5850342,8358,1.2,42.0,,2.4,11340,75.0,11.6,30.0,21.0
123,,Singapore,1.2833,103.8333,2020-01-25,3.0,0.0,0.0,3.0,5850342,8358,1.2,42.0,,2.4,11341,75.0,11.6,30.0,17.0
124,,Singapore,1.2833,103.8333,2020-01-26,4.0,0.0,0.0,4.0,5850342,8358,1.2,42.0,,2.4,11342,76.0,11.6,30.0,16.0
125,,Singapore,1.2833,103.8333,2020-01-27,5.0,0.0,0.0,5.0,5850342,8358,1.2,42.0,,2.4,11343,78.0,8.8,30.0,15.0
126,,Singapore,1.2833,103.8333,2020-01-28,7.0,0.0,0.0,7.0,5850342,8358,1.2,42.0,,2.4,11344,79.0,8.8,30.0,15.0
127,,Singapore,1.2833,103.8333,2020-01-29,7.0,0.0,0.0,7.0,5850342,8358,1.2,42.0,,2.4,11345,80.0,6.0,29.0,14.0
128,,Singapore,1.2833,103.8333,2020-01-30,10.0,0.0,0.0,10.0,5850342,8358,1.2,42.0,,2.4,11346,78.0,10.2,30.0,17.0
129,,Singapore,1.2833,103.8333,2020-01-31,13.0,0.0,0.0,13.0,5850342,8358,1.2,42.0,,2.4,11347,74.0,10.2,30.0,22.0
130,,Singapore,1.2833,103.8333,2020-02-01,16.0,0.0,0.0,16.0,5850342,8358,1.2,42.0,,2.4,11348,77.0,10.2,30.0,22.0
131,,Singapore,1.2833,103.8333,2020-02-02,18.0,0.0,0.0,18.0,5850342,8358,1.2,42.0,,2.4,11349,77.0,7.4,29.0,24.0
132,,Singapore,1.2833,103.8333,2020-02-03,18.0,0.0,0.0,18.0,5850342,8358,1.2,42.0,,2.4,11350,74.0,10.2,30.0,22.0
133,,Singapore,1.2833,103.8333,2020-02-04,24.0,0.0,0.0,24.0,5850342,8358,1.2,42.0,,2.4,11351,75.0,11.6,30.0,18.0
134,,Singapore,1.2833,103.8333,2020-02-05,28.0,0.0,0.0,28.0,5850342,8358,1.2,42.0,,2.4,11352,76.0,10.2,30.0,19.0
135,,Singapore,1.2833,103.8333,2020-02-06,28.0,0.0,0.0,28.0,5850342,8358,1.2,42.0,,2.4,11353,76.0,11.6,30.0,19.0
136,,Singapore,1.2833,103.8333,2020-02-07,30.0,0.0,0.0,30.0,5850342,8358,1.2,42.0,,2.4,11354,73.0,11.6,31.0,23.0
137,,Singapore,1.2833,103.8333,2020-02-08,33.0,0.0,2.0,31.0,5850342,8358,1.2,42.0,,2.4,11355,71.0,11.6,30.0,18.0
138,,Singapore,1.2833,103.8333,2020-02-09,40.0,0.0,2.0,38.0,5850342,8358,1.2,42.0,,2.4,11356,81.0,6.0,29.0,18.0
139,,Singapore,1.2833,103.8333,2020-02-10,45.0,0.0,2.0,43.0,5850342,8358,1.2,42.0,,2.4,11357,84.0,6.0,28.0,17.0
140,,Singapore,1.2833,103.8333,2020-02-11,47.0,0.0,9.0,38.0,5850342,8358,1.2,42.0,,2.4,11358,82.0,6.0,29.0,15.0
141,,Singapore,1.2833,103.8333,2020-02-12,50.0,0.0,15.0,35.0,5850342,8358,1.2,42.0,,2.4,11359,83.0,6.0,29.0,17.0
142,,Singapore,1.2833,103.8333,2020-02-13,58.0,0.0,15.0,43.0,5850342,8358,1.2,42.0,,2.4,11360,79.0,6.0,30.0,18.0
143,,Singapore,1.2833,103.8333,2020-02-14,67.0,0.0,17.0,50.0,5850342,8358,1.2,42.0,,2.4,11361,78.0,11.6,30.0,17.0
144,,Singapore,1.2833,103.8333,2020-02-15,72.0,0.0,18.0,54.0,5850342,8358,1.2,42.0,,2.4,11362,76.0,11.6,31.0,13.0
145,,Singapore,1.2833,103.8333,2020-02-16,75.0,0.0,18.0,57.0,5850342,8358,1.2,42.0,,2.4,11363,77.0,10.2,30.0,13.0
146,,Singapore,1.2833,103.8333,2020-02-17,77.0,0.0,24.0,53.0,5850342,8358,1.2,42.0,,2.4,11364,73.0,11.6,32.0,16.0
147,,Singapore,1.2833,103.8333,2020-02-18,81.0,0.0,29.0,52.0,5850342,8358,1.2,42.0,,2.4,11365,75.0,6.0,30.0,18.0
148,,Singapore,1.2833,103.8333,2020-02-19,84.0,0.0,34.0,50.0,5850342,8358,1.2,42.0,,2.4,11366,77.0,7.4,30.0,24.0
149,,Singapore,1.2833,103.8333,2020-02-20,84.0,0.0,34.0,50.0,5850342,8358,1.2,42.0,,2.4,11367,77.0,7.4,30.0,26.0
150,,Singapore,1.2833,103.8333,2020-02-21,85.0,0.0,37.0,48.0,5850342,8358,1.2,42.0,,2.4,11368,80.0,6.0,29.0,26.0
151,,Singapore,1.2833,103.8333,2020-02-22,85.0,0.0,37.0,48.0,5850342,8358,1.2,42.0,,2.4,11369,77.0,8.8,29.0,27.0
152,,Singapore,1.2833,103.8333,2020-02-23,89.0,0.0,51.0,38.0,5850342,8358,1.2,42.0,,2.4,11370,76.0,6.0,30.0,23.0
153,,Singapore,1.2833,103.8333,2020-02-24,89.0,0.0,51.0,38.0,5850342,8358,1.2,42.0,,2.4,11371,79.0,7.4,29.0,24.0
154,,Singapore,1.2833,103.8333,2020-02-25,91.0,0.0,53.0,38.0,5850342,8358,1.2,42.0,,2.4,11372,75.0,6.0,30.0,18.0
155,,Singapore,1.2833,103.8333,2020-02-26,93.0,0.0,62.0,31.0,5850342,8358,1.2,42.0,,2.4,11373,76.0,8.8,30.0,18.0
156,,Singapore,1.2833,103.8333,2020-02-27,93.0,0.0,62.0,31.0,5850342,8358,1.2,42.0,,2.4,11374,78.0,8.8,30.0,20.0
157,,Singapore,1.2833,103.8333,2020-02-28,93.0,0.0,62.0,31.0,5850342,8358,1.2,42.0,,2.4,11375,76.0,10.2,30.0,20.0
158,,Singapore,1.2833,103.8333,2020-02-29,102.0,0.0,72.0,30.0,5850342,8358,1.2,42.0,,2.4,11376,74.0,11.6,30.0,20.0
159,,Singapore,1.2833,103.8333,2020-03-01,106.0,0.0,72.0,34.0,5850342,8358,1.2,42.0,,2.4,11377,76.0,11.6,31.0,19.0
160,,Singapore,1.2833,103.8333,2020-03-02,108.0,0.0,78.0,30.0,5850342,8358,1.2,42.0,,2.4,11378,77.0,11.6,31.0,18.0
161,,Singapore,1.2833,103.8333,2020-03-03,110.0,0.0,78.0,32.0,5850342,8358,1.2,42.0,,2.4,11379,75.0,11.6,31.0,19.0
162,,Singapore,1.2833,103.8333,2020-03-04,110.0,0.0,78.0,32.0,5850342,8358,1.2,42.0,,2.4,11380,78.0,10.2,31.0,17.0
163,,Singapore,1.2833,103.8333,2020-03-05,117.0,0.0,78.0,39.0,5850342,8358,1.2,42.0,,2.4,11381,79.0,8.8,30.0,14.0
164,,Singapore,1.2833,103.8333,2020-03-06,130.0,0.0,78.0,52.0,5850342,8358,1.2,42.0,,2.4,11382,78.0,7.4,30.0,13.0
165,,Singapore,1.2833,103.8333,2020-03-07,138.0,0.0,78.0,60.0,5850342,8358,1.2,42.0,,2.4,11383,77.0,10.2,32.0,16.0
166,,Singapore,1.2833,103.8333,2020-03-08,150.0,0.0,78.0,72.0,5850342,8358,1.2,42.0,,2.4,11384,76.0,11.6,32.0,11.0
167,,Singapore,1.2833,103.8333,2020-03-09,150.0,0.0,78.0,72.0,5850342,8358,1.2,42.0,,2.4,11385,75.0,11.6,31.0,9.0
168,,Singapore,1.2833,103.8333,2020-03-10,160.0,0.0,78.0,82.0,5850342,8358,1.2,42.0,,2.4,11386,75.0,8.8,30.0,12.0
169,,Singapore,1.2833,103.8333,2020-03-11,178.0,0.0,96.0,82.0,5850342,8358,1.2,42.0,,2.4,11387,74.0,10.2,32.0,18.0
170,,Singapore,1.2833,103.8333,2020-03-12,178.0,0.0,96.0,82.0,5850342,8358,1.2,42.0,,2.4,11388,75.0,8.8,31.0,19.0
171,,Singapore,1.2833,103.8333,2020-03-13,200.0,0.0,97.0,103.0,5850342,8358,1.2,42.0,,2.4,11389,76.0,11.6,31.0,15.0
172,,Singapore,1.2833,103.8333,2020-03-14,212.0,0.0,105.0,107.0,5850342,8358,1.2,42.0,,2.4,11390,76.0,7.4,31.0,16.0
173,,Singapore,1.2833,103.8333,2020-03-15,226.0,0.0,105.0,121.0,5850342,8358,1.2,42.0,,2.4,11391,75.0,10.2,31.0,17.0
